STNAM,FIPST,leaid11,leanm11,ALL_COHORT_1112,ALL_RATE_1112,MAM_COHORT_1112,MAM_RATE_1112,MAS_COHORT_1112,MAS_RATE_1112,MBL_COHORT_1112,MBL_RATE_1112,MHI_COHORT_1112,MHI_RATE_1112,MTR_COHORT_1112,MTR_RATE_1112,MWH_COHORT_1112,MWH_RATE_1112,CWD_COHORT_1112,CWD_RATE_1112,ECD_COHORT_1112,ECD_RATE_1112,LEP_COHORT_1112,LEP_RATE_1112
MASSACHUSETTS,25,2507110,Lynn,1099,74,,,127,75-79,140,75-79,510,69,36,60-69,286,80-84,202,50-54,948,73,244,60-64
MASSACHUSETTS,25,2507140,Lynnfield,152,GE95,,,,,,,,,,,143,GE95,18,GE80,10,GE50,,
MASSACHUSETTS,25,2507170,Malden,470,77,,,99,75-79,113,70-74,96,70-74,10,GE50,150,80-84,75,45-49,347,74,75,60-64
MASSACHUSETTS,25,2507230,Mansfield,372,94,,,12,GE50,11,GE50,,,,,344,94,74,80-84,45,70-79,,
MASSACHUSETTS,25,2507260,Marblehead,240,96,,,,,11,GE50,6,GE50,,,218,GE95,51,GE90,34,GE90,6,GE50
MASSACHUSETTS,25,2507320,Marlborough,256,80,,,,,7,GE50,69,70-74,,,171,80-84,62,65-69,106,65-69,29,60-79
MASSACHUSETTS,25,2507350,Marshfield,358,95,,,,,,,,,,,352,95,74,85-89,62,85-89,,
MASSACHUSETTS,25,2507380,Marthas Vineyard,170,90-94,,,,,,,18,60-79,8,GE50,134,90-94,56,GE90,51,70-79,9,LT50
MASSACHUSETTS,25,2507410,Masconomet,336,97,,,6,GE50,,,,,,,319,97,71,90-94,15,GE50,,
MASSACHUSETTS,25,2507440,Mashpee,116,90-94,7,GE50,,,9,GE50,,,,,93,90-94,28,60-79,34,GE90,,
MASSACHUSETTS,25,2507500,Maynard,64,80-84,,,,,,,6,GE50,,,56,80-89,18,60-79,14,GE50,,
MASSACHUSETTS,25,2507530,Medfield,227,GE99,,,7,GE50,,,,,,,214,GE95,22,GE80,9,GE50,,
MASSACHUSETTS,25,2507560,Medford,369,81,,,25,GE80,62,75-79,33,60-69,,,246,80-84,86,60-64,162,70-74,38,60-69
MASSACHUSETTS,25,2507590,Medway,209,97,,,,,,,6,GE50,,,197,GE95,40,GE90,15,GE50,,
MASSACHUSETTS,25,2507620,Melrose,273,94,,,10,GE50,20,GE80,15,GE50,,,216,90-94,59,80-89,55,80-89,7,GE50
MASSACHUSETTS,25,2507680,Mendon-Upton,182,90-94,,,,,,,,,,,171,90-94,19,60-79,18,GE80,,
MASSACHUSETTS,25,2507740,Methuen,469,79,,,11,GE50,12,GE50,111,55-59,11,GE50,323,85,67,50-54,205,65-69,33,40-49
MASSACHUSETTS,25,2507770,Middleborough,189,90-94,,,,,,,,,,,173,90-94,33,70-79,72,80-84,,
MASSACHUSETTS,25,2507860,Milford,281,85,,,7,GE50,8,GE50,42,60-69,,,221,90-94,46,70-79,105,70-74,15,GE50
MASSACHUSETTS,25,2507890,Millbury,123,90-94,,,,,,,,,,,112,90-94,30,60-79,44,80-89,,
MASSACHUSETTS,25,2507920,Millis,89,GE95,,,,,,,,,,,82,GE95,11,GE50,15,GE50,,
MASSACHUSETTS,25,2507980,Milton,258,94,,,16,GE80,77,90-94,9,GE50,,,155,GE95,51,80-89,65,90-94,,
MASSACHUSETTS,25,2507985,Minuteman Regional Vocational Technical,154,90-94,,,,,8,GE50,10,GE50,,,130,90-94,78,85-89,50,80-89,,
MASSACHUSETTS,25,2507990,Mohawk Trail,94,75-79,,,,,,,,,,,88,75-79,20,40-59,38,60-69,,
MASSACHUSETTS,25,2508040,Monson,90,80-84,,,,,,,,,,,86,85-89,15,GE50,27,40-59,,
MASSACHUSETTS,25,2508050,Montachusett Regional Vocational Technical,320,95,,,13,GE50,6,GE50,49,GE90,10,GE50,242,GE95,50,GE90,153,90-94,11,GE50
MASSACHUSETTS,25,2508160,Mount Greylock,110,GE95,,,,,,,,,,,99,GE95,17,GE80,21,GE80,,
MASSACHUSETTS,25,2508250,Nantucket,97,85-89,,,7,GE50,11,GE50,11,GE50,,,68,90-94,19,60-79,17,GE80,9,GE50
MASSACHUSETTS,25,2508280,Narragansett,118,85-89,,,,,,,,,,,114,85-89,17,60-79,37,80-89,,
MASSACHUSETTS,25,2508310,Nashoba,246,94,,,,,,,,,8,GE50,225,GE95,26,GE80,20,60-79,,
MASSACHUSETTS,25,2508320,Nashoba Valley Regional Vocational Technical,162,GE95,,,,,,,,,,,160,GE95,58,GE90,50,GE90,,
MASSACHUSETTS,25,2508340,Natick,315,94,,,17,GE80,11,GE50,6,GE50,8,GE50,271,GE95,60,80-89,40,80-89,6,GE50
MASSACHUSETTS,25,2508370,Needham,372,95,,,19,GE80,7,GE50,9,GE50,14,GE50,323,97,84,85-89,29,GE80,,
MASSACHUSETTS,25,2508430,New Bedford,689,55,13,LT50,,,101,45-49,179,40-44,54,60-69,335,62,144,30-34,574,51,65,35-39
MASSACHUSETTS,25,2508440,Greater New Bedford Regional Vocational Technical,496,92,,,,,37,80-89,62,90-94,11,GE50,382,93,40,80-89,361,91,6,GE50
MASSACHUSETTS,25,2508580,Newburyport,171,90-94,,,,,,,6,GE50,,,160,90-94,27,GE80,23,GE80,,
MASSACHUSETTS,25,2508610,Newton,875,95,,,117,90-94,48,GE90,53,GE90,35,80-89,621,96,241,85-89,137,90-94,43,80-89
MASSACHUSETTS,25,2508650,Norfolk County Agricultural,122,GE95,,,,,,,,,,,118,GE95,22,GE80,20,GE80,,
MASSACHUSETTS,25,2508670,North Adams,131,80-84,,,,,,,,,,,117,80-84,33,60-69,70,70-74,,
MASSACHUSETTS,25,2508700,North Andover,335,93,,,16,GE80,,,21,GE80,,,290,90-94,62,70-74,45,GE90,,
MASSACHUSETTS,25,2508730,North Attleborough,277,94,,,,,,,7,GE50,,,257,90-94,44,80-89,52,80-89,,
MASSACHUSETTS,25,2508760,North Brookfield,40,80-89,,,,,,,,,,,39,GE90,,,21,GE80,,
MASSACHUSETTS,25,2508790,North Middlesex,288,92,,,,,,,8,GE50,,,275,90-94,46,70-79,48,70-79,,
MASSACHUSETTS,25,2508820,North Reading,169,GE95,,,,,,,,,,,160,90-94,35,80-89,27,GE80,,
MASSACHUSETTS,25,2508830,North Shore Regional Vocational Technical,97,GE95,,,,,,,,,,,90,GE95,36,GE90,34,GE90,,
MASSACHUSETTS,25,2508850,Northampton,233,86,,,11,GE50,6,GE50,38,70-79,,,173,90-94,57,70-79,76,70-74,9,LT50
MASSACHUSETTS,25,2508860,Northampton-Smith Vocational Agricultural,109,90-94,,,,,,,15,GE50,,,88,90-94,48,GE90,56,GE90,,
MASSACHUSETTS,25,2508910,Northboro-Southboro,349,95,,,27,GE80,,,6,GE50,6,GE50,303,96,41,70-79,18,60-79,,
MASSACHUSETTS,25,2508940,Northbridge,138,80-84,,,,,,,,,,,130,80-84,32,60-69,59,70-79,,
MASSACHUSETTS,25,2508950,Northern Berkshire Regional Vocational Technical,106,GE95,,,,,,,,,,,98,GE95,21,GE80,50,GE90,,
MASSACHUSETTS,25,2508960,Northeast Metropolitan Regional Vocational Technical,292,93,,,,,12,GE50,68,90-94,6,GE50,199,90-94,94,85-89,155,90-94,19,GE80
MASSACHUSETTS,25,2509000,Norton,215,85,,,,,,,,,,,203,85-89,39,70-79,42,70-79,,
MASSACHUSETTS,25,2509030,Norwell,142,GE95,,,,,,,,,,,136,GE95,41,GE90,,,,
MASSACHUSETTS,25,2509060,Norwood,238,89,,,,,20,60-79,12,GE50,,,198,85-89,56,70-79,84,75-79,11,GE50
MASSACHUSETTS,25,2509140,Old Colony Regional Vocational Technical,130,GE95,,,,,,,,,,,126,GE95,28,GE80,39,GE90,,
MASSACHUSETTS,25,2509150,Old Rochester,186,GE95,,,,,,,,,,,178,GE95,37,80-89,21,GE80,,
MASSACHUSETTS,25,2509270,Oxford,152,75-79,,,,,,,,,,,138,75-79,29,21-39,54,60-69,,
MASSACHUSETTS,25,2509300,Palmer,127,75-79,,,,,,,,,,,118,75-79,37,50-59,57,60-69,,
MASSACHUSETTS,25,2509310,Pathfinder Regional Vocational Technical,142,80-84,,,,,,,,,,,133,80-84,46,60-69,67,75-79,,
MASSACHUSETTS,25,2509360,Peabody,470,83,,,,,11,GE50,53,60-69,,,401,86,107,55-59,170,65-69,19,60-79
MASSACHUSETTS,25,2509420,Pembroke,226,94,,,,,,,6,GE50,,,211,90-94,33,80-89,52,80-89,,
MASSACHUSETTS,25,2509450,Pentucket,189,90-94,,,,,,,,,,,186,90-94,47,70-79,20,60-79,,
MASSACHUSETTS,25,2509600,Pioneer Valley,78,90-94,,,,,,,,,,,76,90-94,13,GE50,31,80-89,,
MASSACHUSETTS,25,2509630,Pittsfield,504,80,,,12,GE50,40,60-69,34,70-79,8,GE50,410,82,115,60-64,250,65-69,22,60-79
MASSACHUSETTS,25,2509720,Plymouth,587,87,,,,,19,40-59,16,GE80,12,GE50,532,88,132,70-74,224,75-79,,
MASSACHUSETTS,25,2509870,Quincy,728,90,,,242,90-94,40,70-79,36,70-79,8,GE50,398,90,140,70-74,433,87,94,90-94
MASSACHUSETTS,25,2509900,Ralph C Mahar,166,70-74,,,,,,,,,10,GE50,145,75-79,34,60-69,67,70-74,,
MASSACHUSETTS,25,2509930,Randolph,229,71,,,48,GE90,118,65-69,23,60-79,,,37,60-69,56,40-49,145,65-69,36,80-89
MASSACHUSETTS,25,2509990,Reading,294,97,,,11,GE50,11,GE50,8,GE50,,,261,GE95,69,90-94,30,GE80,,
MASSACHUSETTS,25,2510050,Revere,449,77,,,29,GE80,17,60-79,182,65-69,12,GE50,205,80-84,76,60-64,366,75,58,60-69
MASSACHUSETTS,25,2510170,Rockland,157,80-84,,,,,7,GE50,,,12,GE50,134,85-89,28,60-79,71,75-79,,
MASSACHUSETTS,25,2510200,Rockport,74,90-94,,,,,,,,,,,70,90-94,25,GE80,9,GE50,,
MASSACHUSETTS,25,2510380,Salem,295,78,,,10,GE50,11,GE50,112,70-74,16,60-79,145,80-84,80,60-64,197,70-74,46,70-79
MASSACHUSETTS,25,2510470,Sandwich,272,92,,,,,,,,,,,269,90-94,58,80-89,25,60-79,,
MASSACHUSETTS,25,2510500,Saugus,188,85-89,,,10,GE50,6,GE50,13,GE50,,,157,85-89,27,40-59,52,70-79,,
MASSACHUSETTS,25,2510560,Scituate,221,91,,,,,,,,,,,214,90-94,39,70-79,18,GE80,,
MASSACHUSETTS,25,2510590,Seekonk,182,90-94,,,,,,,6,GE50,,,168,90-94,35,80-89,22,GE80,,
MASSACHUSETTS,25,2510615,Shawsheen Valley Regional Vocational Technical,323,98,,,,,,,9,GE50,,,307,98,78,GE95,50,GE90,,
MASSACHUSETTS,25,2510620,Sharon,285,95,,,43,GE90,19,GE80,6,GE50,,,214,GE95,46,70-79,28,60-79,,
MASSACHUSETTS,25,2510770,Shrewsbury,391,94,,,53,GE90,8,GE50,11,GE50,6,GE50,312,95,62,85-89,79,85-89,12,GE50
MASSACHUSETTS,25,2510830,Silver Lake,266,98,,,,,,,,,,,260,GE95,42,GE90,37,GE90,,
MASSACHUSETTS,25,2510890,Somerville,406,78,,,44,GE90,66,80-84,124,65-69,,,168,80-84,125,60-64,320,76,77,65-69
MASSACHUSETTS,25,2510920,South Hadley,180,90-94,,,,,,,14,GE50,,,157,90-94,28,60-79,60,80-89,,
MASSACHUSETTS,25,2510930,South Shore Regional Vocational Technical,145,90-94,,,,,,,,,,,139,90-94,48,GE90,49,80-89,,
MASSACHUSETTS,25,2511010,Southbridge,117,75-79,,,,,,,50,80-89,,,62,70-74,27,60-79,85,70-74,13,GE50
MASSACHUSETTS,25,2511020,Southeastern Regional Vocational Technical,297,89,,,,,86,90-94,20,GE80,10,GE50,180,85-89,81,75-79,179,85-89,,
MASSACHUSETTS,25,2511040,Southern Berkshire,74,85-89,,,,,,,,,,,65,85-89,21,GE80,22,GE80,,
MASSACHUSETTS,25,2511050,Southern Worcester County Regional Vocational Technical,242,93,,,,,,,19,GE80,,,223,90-94,51,80-89,100,90-94,,
MASSACHUSETTS,25,2511060,South Middlesex Regional Vocational Technical,144,85-89,,,,,8,GE50,84,85-89,,,50,80-89,68,85-89,109,80-84,14,GE50
MASSACHUSETTS,25,2511130,Springfield,1867,57,,,40,80-89,465,65,1017,48,44,70-79,298,65-69,527,37,1672,55,296,35-39
MASSACHUSETTS,25,2511220,Stoneham,181,90-94,,,6,GE50,,,,,,,165,90-94,40,70-79,37,80-89,,
MASSACHUSETTS,25,2511250,Stoughton,275,91,,,15,GE50,47,80-89,24,GE80,,,189,90-94,48,80-89,93,85-89,,
MASSACHUSETTS,25,2511400,Sutton,87,90-94,,,,,,,,,,,84,90-94,13,GE50,13,GE50,,
MASSACHUSETTS,25,2511430,Swampscott,187,GE95,,,6,GE50,10,GE50,7,GE50,,,164,GE95,39,80-89,33,GE90,,
MASSACHUSETTS,25,2511460,Swansea,156,90-94,,,,,,,,,,,150,90-94,23,GE80,38,80-89,,
MASSACHUSETTS,25,2511490,Tantasqua,310,89,,,,,,,13,GE50,,,290,90-94,52,70-79,83,70-74,,
MASSACHUSETTS,25,2511520,Taunton,495,77,,,,,46,70-79,51,60-69,21,60-79,371,81,97,40-44,255,70-74,15,GE50
MASSACHUSETTS,25,2511580,Tewksbury,258,92,,,,,,,,,,,247,90-94,38,70-79,34,70-79,,
MASSACHUSETTS,25,2511735,Tri County Regional Vocational Technical,214,95,,,,,,,6,GE50,,,202,GE95,65,GE95,52,GE90,,
MASSACHUSETTS,25,2511740,Triton,205,90,,,,,,,,,,,195,90-94,24,GE80,49,70-79,,
MASSACHUSETTS,25,2511760,Tyngsborough,128,GE95,,,,,,,,,,,120,GE95,12,GE50,17,GE80,,
MASSACHUSETTS,25,2511800,Upper Cape Cod Regional Vocational Technical,149,GE95,,,,,6,GE50,,,,,136,GE95,38,GE90,57,GE90,,
MASSACHUSETTS,25,2511850,Uxbridge,116,85-89,,,,,,,,,,,109,85-89,21,60-79,28,60-79,,
MASSACHUSETTS,25,2511880,Wachusett,509,92,,,8,GE50,,,6,GE50,,,484,92,85,70-74,60,70-79,,
MASSACHUSETTS,25,2511910,Wakefield,257,90,,,7,GE50,,,,,,,237,90-94,59,80-89,55,70-79,,
MASSACHUSETTS,25,2511970,Walpole,248,95,,,9,GE50,8,GE50,9,GE50,,,220,GE95,49,70-79,33,80-89,,
MASSACHUSETTS,25,2512000,Waltham,362,82,,,19,GE80,49,80-89,84,65-69,7,GE50,201,85-89,98,60-64,165,75-79,50,60-69
MASSACHUSETTS,25,2512030,Ware,89,70-74,,,,,,,,,,,87,70-74,19,40-59,52,60-69,,
MASSACHUSETTS,25,2512060,Wareham,265,79,,,,,29,60-79,12,GE50,21,GE80,196,80-84,66,60-64,146,70-74,,
MASSACHUSETTS,25,2512100,Quaboag Regional,92,70-74,,,,,,,,,,,89,70-74,21,21-39,40,50-59,,
MASSACHUSETTS,25,2512180,Watertown,176,85-89,,,10,GE50,8,GE50,19,60-79,,,135,90-94,39,70-79,74,75-79,18,60-79
MASSACHUSETTS,25,2512210,Wayland,222,96,,,17,GE80,13,GE50,10,GE50,7,GE50,174,GE95,53,GE90,14,GE50,,
MASSACHUSETTS,25,2512240,Webster,154,70-74,,,,,6,GE50,17,60-79,8,GE50,123,70-74,21,40-59,96,60-64,,
MASSACHUSETTS,25,2512270,Wellesley,346,98,,,41,GE90,11,GE50,14,GE50,10,GE50,270,GE95,62,90-94,17,GE80,,
MASSACHUSETTS,25,2512390,West Boylston,86,85-89,,,,,,,,,,,78,85-89,11,LT50,15,GE50,,
MASSACHUSETTS,25,2512420,West Bridgewater,82,GE95,,,,,,,,,,,81,GE95,17,GE80,18,GE80,,
MASSACHUSETTS,25,2512510,West Springfield,321,80,,,16,60-79,10,GE50,46,60-69,7,GE50,240,85-89,57,50-59,165,65-69,39,60-69
MASSACHUSETTS,25,2512600,Westborough,236,98,,,28,GE80,,,13,GE50,,,185,GE95,39,GE90,29,GE80,8,GE50
MASSACHUSETTS,25,2512630,Westfield,491,84,,,11,GE50,,,55,60-69,,,415,88,91,65-69,213,75-79,19,GE80
MASSACHUSETTS,25,2512660,Westford,403,GE99,,,43,GE90,,,,,12,GE50,344,98,42,GE90,15,GE50,,
MASSACHUSETTS,25,2512750,Weston,175,GE95,,,26,GE80,9,GE50,,,,,131,GE95,31,80-89,9,GE50,,
MASSACHUSETTS,25,2512780,Westport,117,80-84,,,,,,,,,,,114,80-84,19,40-59,40,70-79,,
MASSACHUSETTS,25,2512810,Westwood,224,96,,,15,GE50,,,,,,,199,GE95,46,GE90,13,GE50,,
MASSACHUSETTS,25,2512840,Weymouth,534,85,,,16,GE80,28,60-79,27,60-79,,,459,87,101,65-69,198,75-79,20,40-59
MASSACHUSETTS,25,2512930,Whitman-Hanson,309,93,,,,,7,GE50,,,13,GE50,282,90-94,63,75-79,78,80-84,,
MASSACHUSETTS,25,2512950,Whittier Regional Vocational Technical,326,98,,,,,,,52,GE90,13,GE50,256,GE95,78,GE95,129,GE95,,
MASSACHUSETTS,25,2513050,Wilmington,233,91,,,9,GE50,,,,,,,218,90-94,34,60-69,25,60-79,,
MASSACHUSETTS,25,2513080,Winchendon,92,70-74,,,,,,,,,,,84,70-74,24,40-59,55,60-69,,
MASSACHUSETTS,25,2513110,Winchester,251,98,,,24,GE80,,,9,GE50,,,214,GE95,48,GE90,22,GE80,7,GE50
MASSACHUSETTS,25,2513170,Winthrop,130,80-84,,,,,,,7,GE50,,,116,80-84,30,40-59,43,70-79,,
MASSACHUSETTS,25,2513200,Woburn,326,85,,,19,GE80,19,60-79,21,60-79,,,264,85-89,65,65-69,119,70-74,21,60-79
MASSACHUSETTS,25,2513230,Worcester,1780,72,8,GE50,160,85-89,241,75-79,652,63,21,60-79,697,77,468,57,1486,70,372,61
MICHIGAN,26,2600004,Michigan Department of Human Services,20,LE20,,,,,10,LT50,,,,,9,LT50,20,LE20,6,LT50,,
MICHIGAN,26,2600005,Battle Creek Public Schools,516,41,6,LT50,19,40-59,191,50-54,36,60-69,16,40-59,248,25-29,81,20-24,328,45,23,60-79
MICHIGAN,26,2600006,Bessemer Area School District,40,80-89,,,,,1,PS,,,,,39,80-89,5,PS,20,60-79,,
MICHIGAN,26,2600007,Harbor Beach Community Schools,57,GE90,,,,,,,,,,,57,GE90,2,PS,25,GE80,,
MICHIGAN,26,2600012,St. Ignace Area Schools,53,70-79,27,60-79,,,1,PS,,,1,PS,23,GE80,6,GE50,28,60-79,,
MICHIGAN,26,2600013,Marquette Area Public Schools,260,85,11,GE50,3,PS,5,PS,1,PS,12,GE50,228,85-89,41,60-69,72,60-64,,
MICHIGAN,26,2600014,Ewen-Trout Creek Consolidated School District,24,60-79,,,,,,,,,3,PS,21,GE80,5,PS,16,60-79,,
MICHIGAN,26,2600015,Wayne-Westland Community School District,1057,71,9,LT50,18,GE80,326,67,38,60-69,12,GE50,654,73,150,55-59,595,64,8,GE50
MICHIGAN,26,2600016,Crestwood School District,285,91,1,PS,2,PS,26,60-79,5,PS,,,251,90-94,36,60-69,170,85-89,12,GE50
MICHIGAN,26,2600017,Bad Axe Public Schools,94,85-89,1,PS,1,PS,1,PS,2,PS,1,PS,88,85-89,15,GE50,36,70-79,,
MICHIGAN,26,2600018,L'Anse Area Schools,65,85-89,14,GE50,,,1,PS,,,,,50,GE90,7,GE50,22,60-79,,
MICHIGAN,26,2600019,Superior Central School District,27,GE80,,,,,,,,,,,27,GE80,1,PS,8,GE50,,
MICHIGAN,26,2600020,Windover High School,52,40-49,,,,,4,PS,,,1,PS,47,40-49,20,21-39,39,40-49,,
MICHIGAN,26,2600067,Bay-Arenac Community High School,70,20-24,,,,,9,LT50,5,PS,,,56,20-29,11,LT50,66,20-24,,
MICHIGAN,26,2600068,Pansophia Academy,26,GE80,,,,,,,1,PS,,,25,GE80,1,PS,15,GE50,,
MICHIGAN,26,2600069,Concord Academy Boyne,11,GE50,,,,,,,,,,,11,GE50,1,PS,1,PS,,
MICHIGAN,26,2600070,Northwest Academy,35,20-29,1,PS,,,,,,,1,PS,33,30-39,4,PS,12,LT50,,
MICHIGAN,26,2600074,Concord Academy - Petoskey,15,GE50,1,PS,,,,,,,,,14,GE50,3,PS,5,PS,,
MICHIGAN,26,2600088,Da Vinci Institute,44,50-59,,,,,6,LT50,,,3,PS,35,60-69,6,GE50,34,50-59,,
MICHIGAN,26,2600092,West MI Academy of Environmental Science,29,60-79,,,1,PS,1,PS,6,GE50,1,PS,20,60-79,6,GE50,17,60-79,1,PS
MICHIGAN,26,2600093,Excel Charter Academy,48,60-69,,,3,PS,10,LT50,14,GE50,3,PS,18,GE80,3,PS,33,60-69,3,PS
MICHIGAN,26,2600096,Byron Center Charter School,16,60-79,1,PS,,,,,,,,,15,GE50,,,5,PS,,
MICHIGAN,26,2600099,Kensington Woods High School,31,60-69,,,,,,,,,,,31,60-69,6,GE50,9,LT50,,
MICHIGAN,26,2600100,Charyl Stockwell Academy,24,GE80,,,,,1,PS,,,,,23,GE80,3,PS,2,PS,,
MICHIGAN,26,2600103,Nah Tah Wahsh Public School Academy,10,GE50,5,PS,,,,,,,1,PS,4,PS,2,PS,8,GE50,,
MICHIGAN,26,2600106,AGBU Alex-Marie Manoogian School,38,GE90,,,,,5,PS,,,,,33,GE90,1,PS,21,GE80,8,GE50
MICHIGAN,26,2600114,Black River Public School,76,90-94,,,1,PS,2,PS,13,GE50,,,60,GE90,10,GE50,12,GE50,,
MICHIGAN,26,2600123,Casa Richard Academy,41,30-39,,,,,29,40-59,8,LT50,,,4,PS,6,LT50,31,40-49,2,PS
MICHIGAN,26,2600124,Aisha Shule/WEB Dubois Prep. Academy School,24,60-79,,,,,24,60-79,,,,,,,3,PS,15,GE50,,
MICHIGAN,26,2600125,Plymouth Educational Center,118,90-94,,,,,118,90-94,,,,,,,16,GE80,73,GE95,,
MICHIGAN,26,2600128,Michigan Technical Academy,9,LT50,,,,,9,LT50,,,,,,,2,PS,8,LT50,,
MICHIGAN,26,2600136,Eaton Academy,23,GE80,,,,,23,GE80,,,,,,,2,PS,19,GE80,,
MICHIGAN,26,2600139,Cesar Chavez Academy,143,80-84,1,PS,,,20,GE80,110,80-84,1,PS,11,GE50,12,GE50,135,85-89,47,70-79
MICHIGAN,26,2600141,Midland Academy of Advanced and Creative Studies,12,GE50,,,,,,,,,,,12,GE50,1,PS,3,PS,,
MICHIGAN,26,2600142,Countryside Academy,15,GE50,1,PS,1,PS,6,GE50,,,,,7,LT50,1,PS,12,GE50,,
MICHIGAN,26,2600145,Grattan Academy,38,60-69,,,,,,,2,PS,1,PS,35,60-69,1,PS,15,LT50,,
MICHIGAN,26,2600152,Casman Alternative Academy,25,21-39,1,PS,,,,,3,PS,,,21,21-39,6,LT50,15,LT50,,
MICHIGAN,26,2600153,North Star Academy,20,21-39,2,PS,,,,,,,2,PS,16,21-39,5,PS,13,LT50,,
MICHIGAN,26,2600156,Pontiac Academy for Excellence,69,80-84,,,,,44,GE90,23,60-79,,,2,PS,4,PS,47,70-79,12,GE50
MICHIGAN,26,2600163,Central Academy,26,GE80,,,4,PS,2,PS,,,,,20,GE80,2,PS,23,GE80,13,GE50
MICHIGAN,26,2600164,Washtenaw Technical Middle College,118,90-94,,,3,PS,24,GE80,,,2,PS,88,90-94,8,GE50,11,GE50,,
MICHIGAN,26,2600166,Academy for Business and Technology,73,85-89,,,,,63,85-89,4,PS,,,6,GE50,10,GE50,64,85-89,,
MICHIGAN,26,2600168,Chandler Park Academy,132,85-89,,,,,131,85-89,,,,,1,PS,3,PS,110,90-94,,
MICHIGAN,26,2600169,Marvin L. Winans Academy of Performing Arts,40,GE90,,,,,40,GE90,,,,,,,3,PS,28,GE80,,
MICHIGAN,26,2600170,Detroit Community Schools,135,80-84,,,,,133,80-84,1,PS,,,1,PS,8,GE50,115,80-84,,
MICHIGAN,26,2600171,Henry Ford Academy,106,90-94,,,,,87,90-94,1,PS,,,18,GE80,15,GE50,62,90-94,,
MICHIGAN,26,2600172,HEART Academy,48,80-89,,,,,47,80-89,,,,,1,PS,2,PS,40,80-89,,
MICHIGAN,26,2600174,Detroit Academy of Arts and Sciences,20,LE20,,,,,20,LE20,,,,,,,2,PS,10,LT50,,
MICHIGAN,26,2600179,Concord Montessori and Community School,9,GE50,,,,,,,,,,,9,GE50,5,PS,4,PS,,
MICHIGAN,26,2600182,Will Carleton Charter School Academy,14,GE50,,,,,,,,,,,14,GE50,1,PS,2,PS,,
MICHIGAN,26,2600186,Crossroads Charter Academy,46,80-89,1,PS,3,PS,4,PS,,,,,38,80-89,3,PS,23,GE80,,
MICHIGAN,26,2600195,International Academy of Flint,55,70-79,,,1,PS,38,80-89,3,PS,2,PS,11,LT50,9,LT50,49,70-79,,
MICHIGAN,26,2600207,Creative Technologies Academy,30,GE80,,,,,,,1,PS,,,29,GE80,1,PS,5,PS,,
MICHIGAN,26,2600210,Conner Creek Academy East,101,90-94,,,,,92,90-94,1,PS,4,PS,4,PS,12,GE50,71,90-94,,
MICHIGAN,26,2600217,Oakland International Academy,23,GE80,,,2,PS,2,PS,,,,,19,GE80,,,22,GE80,15,GE50
MICHIGAN,26,2600220,Landmark Academy,32,80-89,1,PS,,,2,PS,,,1,PS,28,GE80,3,PS,16,60-79,,
MICHIGAN,26,2600224,George Crockett Academy,12,GE50,,,,,11,GE50,,,,,,,4,PS,9,GE50,,
MICHIGAN,26,2600225,Summit Academy North,139,GE95,1,PS,3,PS,48,GE90,6,GE50,4,PS,77,GE95,17,GE80,62,GE95,,
MICHIGAN,26,2600227,Voyageur Academy,92,75-79,,,,,88,75-79,2,PS,,,2,PS,12,GE50,78,75-79,,
MICHIGAN,26,2600228,Star International Academy,73,85-89,,,4,PS,4,PS,1,PS,,,64,90-94,1,PS,60,GE90,13,GE50
MICHIGAN,26,2600235,Ross-Hill Academy,23,60-79,,,,,23,60-79,,,,,,,5,PS,16,40-59,,
MICHIGAN,26,2600237,Universal Academy,45,GE90,,,,,1,PS,1,PS,,,43,GE90,6,GE50,44,GE90,26,GE80
MICHIGAN,26,2600241,Allen Academy,48,GE90,,,,,48,GE90,,,,,,,5,PS,44,GE90,,
MICHIGAN,26,2600242,Old Redford Academy,183,90-94,,,,,182,90-94,,,1,PS,,,9,GE50,144,90-94,,
MICHIGAN,26,2600243,Hope of Detroit Academy,14,GE50,,,,,10,GE50,4,PS,,,,,1,PS,10,GE50,,
MICHIGAN,26,2600250,Marshall Academy,14,GE50,,,1,PS,2,PS,,,,,11,GE50,2,PS,4,PS,,
MICHIGAN,26,2600255,Advanced Technology Academy,103,85-89,,,,,92,85-89,8,GE50,,,3,PS,12,GE50,74,80-84,1,PS
MICHIGAN,26,2600257,Blue Water Learning Academy,20,LE20,1,PS,,,1,PS,,,,,18,LE20,,,13,LT50,,
MICHIGAN,26,2600259,Detroit Midtown Academy,95,75-79,,,,,95,75-79,,,,,,,18,40-59,84,75-79,,
MICHIGAN,26,2600265,Grand Traverse Academy,33,GE90,1,PS,,,,,1,PS,2,PS,29,GE80,2,PS,5,PS,,
MICHIGAN,26,2600266,WayPoint Academy,39,60-69,,,,,13,LT50,4,PS,,,22,60-79,8,GE50,33,60-69,,
MICHIGAN,26,2600269,Presque Isle Academy II,21,LE20,,,,,,,,,,,21,LE20,,,19,LE20,,
MICHIGAN,26,2600272,Blanche Kelso Bruce Academy,77,15-19,,,,,76,15-19,,,,,1,PS,8,LT50,77,15-19,,
MICHIGAN,26,2600273,Arts Academy in the Woods,84,55-59,,,1,PS,22,60-79,8,GE50,1,PS,52,40-49,11,LT50,35,60-69,,
